RegulationId,RegistarId,Naslov,Vazenje,Matko_StupanjeNaSnagu,Dario_StupanjeNaSnagu,Matko_DatumPrimjene,Dario_DatumPrimjene
7736,8869,Pravilnik o sadržaju i načinu vođenja Upisnika obavljanja geodetske djelatnosti,Pravilnik stupa na snagu 18. 6. 2009.,17.06.2009,18.06.2009,,
7738,8885,Zakon o stavljanju izvan snage Zakona o preuzimanju Zakona o rješavanju sukoba zakona i sukoba nadležnosti u izvršenju kaznenih sankcija,"Zakon stupa na snagu 13. 6. 2009.<br/>
Prestaje važiti Zakon o preuzimanju Zakona o rješavanju sukoba zakona i sukoba nadležnosti u izvršenju kaznenih sankcija (Službeni list SFRJ, br. 13/83, 3/90, Nar. novine, br. 53/91 i 65/09). ",12.06.2009,13.06.2009,,
7742,8920,Pravilnik o načinu izračuna adekvatnosti jamstvenog kapitala na razini financijskog konglomerata,Pravilnik stupa na snagu 27. 6. 2009.,26.06.2009,27.06.2009,,
7750,8930,"Pravilnik o uvjetima držanja, načinu označavanja i evidenciji zaštićenih životinja u zatočeništvu","Pravilnik stupa na snagu 27. 6. 2009.<br/>
Prestaje važiti Pravilnik o uvjetima držanja, načinu obilježavanja i evidenciji zaštićenih životinja u zatočeništvu (Narodne novine, br. 146/05).",26.06.2009,27.06.2009,,
7752,8932,Pravilnik o uvjetima koje moraju ispunjavati pravne i fizičke osobe koje obavljaju uslužne ili posredničke poslove pri kojima ne dolaze u neposredan doticaj s opasnim kemikalijama,Pravilnik stupa na snagu 1. 7. 2013.,,01.07.2013,,
7757,8938,"Naredba o prestanku važenja Naredbe o zabrani uvoza i provoza preko područja Republike Hrvatske živih svinja i njihovih proizvoda radi sprječavanja unošenja virusa svinjske gripe podtipa H1N1 (Nar. novine, br. 55/09)",Naredba stupa na snagu 19. 6. 2009.,18.06.2009,19.06.2009,,
7759,8940,Pravilnik o metodama uzorkovanja i analiza jestivih kazeina i kazeinata,"Pravilnik stupa na snagu 27. 6. 2009. <br/>
Stupanjem na snagu ovog Pravilnika prestaju važiti odredbe Pravilnika o metodama uzimanja uzoraka te kemijskih i fizikalnih analiza bjelančevinastih proizvoda za prehrambenu industriju (SL SFRJ, br. 41/85 i Nar. novine, br. 53/91).",26.06.2009,27.06.2009,,
7760,8942,Odluka o produljenju razdoblja ribolova za plivarice tunolovke u 2009. godini,Odluka stupa na snagu 12. 6. 2009.,,12.06.2009,,
7771,8954,Odluka o osnovici i načinu plaćanja posebnog doprinosa za zapošljavanje osoba zaposlenih u inozemstvu,Odluka stupa na snagu 7. 7. 2009.,06.07.2009,07.07.2009,,
7774,8957,"Odluka o raspodjeli sredstava za financiranje obrazovnih, kulturnih, znanstvenih i zdravstvenih programa i projekata od interesa za hrvatski narod u Bosni i Hercegovini iz sredstava Državnog proračuna Republike Hrvatske za 2009. godinu",Odluka stupa na snagu 19. 6. 2009.,,19.06.2009,,
7780,8991,Pravilnik o određivanju uvjeta pod kojima obveznici svrstavaju stranke u stranke koje predstavljaju neznatan rizik za pranje novca ili financiranje terorizma,Pravilnik stupa na snagu 1. 7. 2009.,30.06.2009,01.07.2009,,
7791,9003,"Kodeks profesionalne etike službenika Ministarstva financija, Porezne uprave",Kodeks stupa na snagu 9. 7. 2009.,08.07.2009,09.07.2009,,
7794,9006,"Ugovor između Vlade Republike Hrvatske i Vlade Republike Makedonije o razmjeni i uzajamnoj zaštiti klasificiranih podataka, potpisan u Zagrebu 14. studenoga 2008.","Zakon o potvrđivanju Ugovora stupa na snagu 10. 7. 2009.<br/>
Ugovor stupa na snagu 10. 7. 2009.",09.07.2009,10.07.2009,,
7795,9007,"Sporazum između Vlade Republike Hrvatske i Vlade Sjedinjenih Meksičkih Država o ukidanju viza za nositelje hrvatskih diplomatskih i službenih putovnica i za nositelje meksičkih diplomatskih i službenih putovnica, sklopljen u Zagrebu 10. listopada 2008.",Uredba o objavi Sporazuma stupila je na snagu 10. VII. 2009.,09.07.2009,10.07.2009,,
7806,9018,"Konvencija o kazetnom streljivu, usvojena u Dublinu 30. svibnja 2008.",Konvencija stupa na snagu u odnosu na Republiku Hrvatsku 1. VIII. 2010.,09.07.2009,,,
7807,9019,"Konvencija o nadležnosti, mjerodavnom pravu, priznanju, ovrsi i suradnji u odnosu na roditeljsku odgovornost i o mjerama za zaštitu djece, sastavljena u Hagu 19. listopada 1996.",Zakon o potvrđivanju Konvencije stupa na snagu 10. 7. 2009.,09.07.2009,10.07.2009,,
7812,9026,"Odluka o dodjeli koncesije društvu Naturalis d.o.o., Vrlika, za zahvaćanje pitke vode radi prodaje (prirodne izvorske vode) na tržištu","Odluka stupa na snagu 26. 6. 2009. <br/> 
Prestaje važiti Odluka o dodjeli koncesije društvu Naturalis d.o.o., Vrlika, za zahvaćanje pitke vode radi prodaje (prirodne izvorske vode) na tržištu (Nar. novine, br. 28/09).",,26.06.2009,,
7813,9027,"Odluka o dodjeli koncesije društvu Kustura d.o.o., Zagreb, za zahvaćanje pitke vode radi prodaje (stolne vode) na tržištu",Odluka stupa na snagu 26. 6. 2009.,,26.06.2009,,
7816,9030,"Pravilnik o prostoru, nastavnim sredstvima, opremi i drugim uvjetima koje moraju osigurati Hrvatski crveni križ i ovlaštene zdravstvene ustanove za provođenje nastave iz predmeta ""Pružanje prve pomoći osobama ozlijeđenim u prometnoj nesreći""","Pravilnik stupa na snagu 14. 7. 2009.<br/>
Prestaje važiti Pravilnik o osposobljavanju kandidata za vozače vozila na motorni pogon iz nastavnog predmeta Pružanje prve pomoći osobama ozlijeđenim u prometnoj nezgodi (Narodne novine, br. 59/98).<br/>
",13.07.2009,14.07.2009,,
7817,9031,"Pravilnik o sadržaju programa osposobljavanja predavača iz predmeta Pružanje prve pomoći osobama ozlijeđenim u prometnoj nesreći, provođenju ispita za predavača, sastavu ispitnog povjerenstva i obrascu potvrde o položenom ispitu",Pravilnik stupa na snagu 14. 7.  2009.,13.07.2009,14.07.2009,,
7818,9032,Pravilnik o sadržaju ispita predmeta Pružanje prve pomoći osobama ozlijeđenima u prometnoj nesreći,Pravilnik stupa na snagu 14. 7.  2009.,13.07.2009,14.07.2009,,
7819,9033,"Program provedbe programa, uvjeti i način osposobljavanja kandidata za vozača i najmanji jedinstveni minimalni izračunski elementi vrijednosti nastavnog sata za nastavni predmet Pružanja prve pomoći osobama ozlijeđenim u prometnoj nesreći",Program stupa na snagu 14. 7. 2009.,13.07.2009,14.07.2009,,
7820,9034,"Program, oblik i način stručnog usavršavanja te provjere stručne osposobljenosti predavača i ovlaštenih ispitivača iz nastavnog predmeta Pružanja prve pomoći osobama ozlijeđenim u prometnoj nesreći",Program stupa na snagu 14. 7. 2009.,13.07.2009,14.07.2009,,
7823,9038,Program stavljanja u promet na domaće tržišta motornog benzina i dizelskog goriva s količinom sumpora do najviše 10 mg/kg,Program stupa na snagu 18. 7. 2009.,17.07.2009,18.07.2009,,
7826,9041,Zakon o uskladištenju i skladišnici za žitarice i industrijsko bilje,Zakon stupa na snagu 16. 7. 2009.,15.07.2009,16.07.2009,,
7829,9044,Pravilnik o ujednačenom praćenju otpornosti bakterija roda Salmonella u peradi i svinja na antimikrobne pripravke,Pravilnik stupa na snagu 1. 1. 2010.,01.01.2010,01.01.2010,,
7838,9056,"Pravilnik o smjernicama za određivanje kriterija provedbe revizija na temelju odredbi Pravilnika o službenim kontrolama koje se provode radi verifikacije postupanja u skladu s odredbama propisa o hrani i hrani za životinje, te propisa o zdravlju i zaštiti životinja",Pravilnik stupa na snagu 1. 1. 2010.,01.01.2010,01.01.2010,,
7840,9058,Odluka o provedbi ICCAT regionalnog programa promatrača na uzgajalištima tuna (Thunnus thynnus),Odluka stupa na snagu  1.7.2009.,30.06.2009,,,
7841,9059,Odluka o utvrđivanju interesa Republike Hrvatske za izgradnju terminala za ukapljeni prirodni plin - Krk,Odluka stupa na snagu 8. 7. 2009.,07.07.2009,08.07.2009,,
7852,9072,Odluka o proglašenju 11. srpnja Danom sjećanja na genocid u Srebrenici,Odluka stupa na snagu 10. 7. 2009.,,10.07.2009,,
7856,9076,Zakon o policijskim poslovima i ovlastima,"Zakon stupa na snagu 1. 7. 2009.<br/>
Prestaju važiti odredbe članka 3., 4., 5., 8., 9. 10. i 16.-78. Zakona o policiji (Narodne novine, br. 129/00 i 41/08).",01.07.2009,01.07.2009,,
7859,9079,Zakon o Uredu za suzbijanje korupcije i organiziranog kriminaliteta (USKOK),"1. 1. 2011. prestali  su važiti: članak 50. stavak 3., članak 51. točke 3. i 5. – 7., članak 52. stavak 1., u stavku 3. druga rečenica, te stavak 4., članak 53. stavak 3. i 4., članak 54. stavak 2., članak 55. stavak 1. točke 4. i stavak 2. – 5., članak 56. stavak 1. točke 5. i stavak 5., članak 57. stavak 6. i 7., članak 58. i članak 60. stavak 1. <br/>
Vidi: čl. 34. Zakona o postupku oduzimanja imovinske koristi ostvarene kaznenim djelom i prekršajem (Narodne novine, br. 145/10).
",01.07.2009,,,
7860,9080,Pravilnik o zvučnom snimanju rasprave u kaznenom postupku,Pravilnik stupa na snagu 21. 7. 2009.,20.07.2009,21.07.2009,,
7862,9082,Pravilnik o evidenciji potvrđenih optužnica,Pravilnik stupa na snagu 13. 7. 2009.,12.07.2009,13.07.2009,,
7866,9115,Odluka o financiranju programa vijeća i predstavnika nacionalnih manjina u 2009. godini,Odluka stupa na snagu 16. 7. 2009.,,16.07.2009,,
7867,9116,Uredba o ukidanju Ureda za koordinaciju sustava procjene učinka propisa,"Uredba stupa na snagu 4. 8. 2009.<br />
Prestaje važiti Uredba o osnivanju Ureda za koordinaciju sustava procjene učinka propisa (Nar. novine, br. 68/07 i 44/08).",03.08.2009,04.08.2009,,
7868,9117,Odluka o osnivanju Stožera za koordinaciju aktivnosti u slučajevima ugroze hrvatskih brodova i hrvatskih pomoraca u međunarodnoj plovidbi,Odluka stupa na snagu 16. 7. 2009.,,16.07.2009,,
7870,9119,Pravilnik o službi u Oružanim snagama Republike Hrvatske,"Pravilnik stupa na snagu 4. 8. 2009.<br/>
Prestaje važiti Službovnik Oružanih snaga (Broj: PA7-47/1-92, Broj: PA7-17/1-93, Broj: PA7-234/1-93, Broj: PA7-59/1-94, Broj: 01-041-00-61/2-A5, Broj: 01-041-01-217/2-A11 i Broj: 01-041-04-353/5-A36), osim odredbi Službovnika koje se odnose na područje vojnih obreda i koje se primjenjuju do dana stupanja na snagu Pravilnika o obredima u Oružanim snagama Republike Hrvatske.",03.08.2009,04.08.2009,,
7872,9121,Pravilnik o vojnopomorskim i položajnim zastavama,"Pravilnik stupa na snagu 4. 8. 2009.<br/>
Prestaju važiti: <br/>
– Odluka o vojnopomorskim, zapovjednim i položajnim zastavama i plamencima na ratnim brodovima Republike Hrvatske (Narodne novine, br. 105/99) i <br/>
– Pravilnik o tehničkim uvjetima izrade, postupku i načinu isticanja te vijanju zastava i plamenaca na ratnim brodovima Republike Hrvatske (Narodne novine, br. 105/99).
",03.08.2009,04.08.2009,,
7874,9123,Pravilnik o diplomatskim i službenim putovnicama Republike Hrvatske,"Pravilnik stupa na snagu 17. 7. 2009.<br/>
Prestaje važiti Pravilnik o diplomatskim i službenim putovnicama Republike Hrvatske (Nar. novine, br. 116/99, 123/99 i 23/09).",16.07.2009,17.07.2009,,
7878,9127,Pravilnik o upućivanju pravosudnih dužnosnika i državnih službenika u međunarodne organizacije i misije u inozemstvu,Pravilnik stupa na snagu 24. 7. 2009.,23.07.2009,24.07.2009,,
7879,9128,Pravilnik o načinu izvršavanja mjera opreza,Pravilnik stupa na snagu 6. 8. 2009.,05.08.2009,06.08.2009,,
7881,9130,Pravilnik o prijamu i postupanju s uhićenikom i pritvorenikom te o Evidenciji pritvorenika u pritvorskoj policijskoj jedinici,Pravilnik stupa na snagu 30. 7. 2009.,29.07.2009,30.07.2009,,
7883,9132,Uredba o određivanju osoba ovlaštenih za pokretanje postupka u svrhu kolektivne zaštite trgovaca od nedopuštenog oglašavanja,Uredba stupa na snagu 30. 7. 2009.,29.07.2009,30.07.2009,,
7884,9133,Odluka o određivanju Hrvatske akreditacijske agencije kao nacionalnog tijela nadležnog za obavljanje funkcija akreditacijskog tijela,Odluka stupa na snagu 22. 7. 2009.,21.07.2009,22.07.2009,,
7885,9134,Odluka o davanju koncesije na pomorskom dobru u svrhu gospodarskog korištenja radi obavljanja djelatnosti uzgoja školjaka u Malostonskom zaljevu i Malom moru,Odluka stupa na snagu 30. 7. 2009.,,30.07.2009,,
7886,9135,Odluka o davanju suglasnosti na prijenos koncesije na pomorskom dobru u svrhu gospodarskog korištenja radi obavljanja djelatnosti uzgoja školjaka i riba,Odluka stupa na snagu 30. 7. 2009.,,30.07.2009,,
7889,9138,"Pravilnik o razdobljima glavne sezone, predsezone, posezone i izvansezone u turističkim općinama i gradovima","Pravilnik stupa na snagu 1. 1. 2010.<br/>
1. 1. 2010. prestaje važiti Naredba o razdobljima glavne sezone predsezone, posezone i vansezone u turističkim mjestima (Nar. novine, br. 83/95, 95/95-ispr., 72/06, 88/06 i 103/08).",01.01.2010,01.01.2010,,
7890,9139,Pravilnik o načinu naplate paušalnog iznosa boravišne pristojbe osoba koje pružaju usluge smještaja u domaćinstvu i seljačkom domaćinstvu,Pravilnik stupa na snagu 1. 1. 2010.,31.12.2009,01.01.2010,,
7891,9140,"Uredba o određivanju granice pomorskog dobra na dijelu k.o. Belej (za lokaciju Plat, Melin - uvala Lučica)",Uredba stupa na snagu 30. 7. 2009.,29.07.2009,30.07.2009,,
7892,9141,"Uredba o određivanju granice pomorskog dobra na dijelu k.o. Valun (mjesto Valun, otok Cres)",Uredba stupa na snagu 30. 7. 2009.,29.07.2009,30.07.2009,,
7893,9143,Uredba o određivanju lučkog područja luke Aljmaš,Uredba stupa na snagu 15. 8. 2009.,14.08.2009,15.08.2009,,
7894,9144,Uredba o određivanju lučkog područja luke Batina,Uredba stupa na snagu 15. 8. 2009.,14.08.2009,15.08.2009,,
7906,9157,"Pravilnik o visini naknada, vrstama i visini dodatnih troškova te načinu plaćanja za poslove koje obavlja Državni zavod za zaštitu od zračenja",Pravilnik stupa na snagu 1. 8. 2009.,31.07.2009,01.08.2009,,
7907,9158,Pravilnik o stručnom osposobljavanju vozača vozila za prijevoz opasnih tvari u cestovnom prometu,"Pravilnik stupa na snagu 12. 8. 2009.<br/>
Prestaje važiti Pravilnik o stručnom osposobljavanju vozača motornih vozila za prijevoz opasnih tvari i osoba koje sudjeluju u prijevozu opasnih tvari (Narodne novine, br. 24/95).",11.08.2009,12.08.2009,,
7908,9159,Odluka o visini naknada za poslove stručnog osposobljavanja i provjere znanja sigurnosnog savjetnika,Odluka stupa na snagu 15. 8. 2009.,14.08.2009,15.08.2009,,
7910,9161,"Pravilnik o načinu izračuna kapitala, jamstvenog kapitala i adekvatnosti kapitala društava za osiguranje i društava za reosiguranje","Pravilnik stupa na snagu 15. 8. 2009.<br/>
Prestaje važiti Pravilnik o načinu izračuna kapitala, jamstvenog kapitala i adekvatnosti kapitala društava za osiguranje (Nar. novine, br. 78/06).<br/>",14.08.2009,15.08.2009,,
7911,9162,Pravilnik o načinu izračuna granica solventnosti (adekvatnosti kapitala) društava za osiguranje i društava za reosiguranje,"Pravilnik stupa na snagu 6. 8. 2009.<br/>
Prestaje se primjenjivati Pravilnik o načinu izračuna granica solventnosti (adekvatnosti kapitala) društava za osiguranje (Narodne novine, br. 112/06).",,06.08.2009,,
7914,9165,Pravilnik o dodatnom nadzoru društva za osiguranje odnosno društva za reosiguranje u grupi osiguravatelja,"Pravilnik stupa na snagu 31. 12. 2009.<br/>
Prestaje važiti Pravilnik o dodanom nadzoru nad grupom osiguravatelja (Narodne novine, br. 132/06).",31.12.2009,31.12.2009,,
7918,9169,"Uredba o uvjetima za organiziranje, način poslovanja te postupak prodaje ribe na tržnicama na veliko ribom",Uredba stupa na snagu 12. 8. 2009.,11.08.2009,12.08.2009,,
7928,9179,Pravilnik o očuvanju i održivoj uporabi biljnih genetskih izvora,"Pravilnik stupa na snagu 1. 8. 2009.<br/>
Prestaju važiti odredbe Pravilnika o očuvanju i korištenju biljnih genetskih resursa te načinu rada i uređenju banke biljnih gena poljoprivrednog bilja (Narodne novine, br. 4/05 i 42/07).",31.07.2009,01.08.2009,,
7929,9180,Pravilnik o upisu sorti u Popis sorti voćnih vrsta,Pravilnik stupa na snagu 20. 8. 2009.,19.08.2009,20.08.2009,,
7950,9201,Pravilnik o pregledu šumskoga reprodukcijskog materijala koji se uvozi,Pravilnik stupa na snagu 4. 8. 2009.,03.08.2017,04.08.2009,,
7952,9203,Odluka o dobavljaču plina za opskrbljivače tarifnih kupaca u Republici Hrvatskoj,Odluka stupa na snagu 24. 7. 2009.,,24.07.2009,,
7958,9209,Zakon o smanjenju mirovina određenih prema Zakonu o pravima i dužnostima zastupnika u Hrvatskom saboru,Zakon stupa na snagu 18. 7. 2009.,17.07.2009,18.07.2009,,
7965,9216,Pravilnik o pedagoškoj mjeri odgojno-obrazovnog tretmana produženog stručnog postupka,Pravilnik stupa na snagu 12. 8. 2009.,11.08.2009,12.08.2009,,
7968,9219,Zakon o igrama na sreću,"Zakon stupa na snagu 1. 1. 2010.<br/>
Prestaje važiti Zakon o priređivanju igara na sreću i nagradnih igara (Narodne novine, br. 83/02 i 149/02-ispr.).",01.01.2010,01.01.2010,,
7969,9220,Rješenje o iznosu novčane naknade za provedbu stručnih ispita za redare na športskim natjecanjima,"Rješenje stupa na snagu 30. 7. 2009.<br/>
Prestaje važiti Rješenje o iznosu novčane naknade za provedbu stručnih ispita za redare na športskim natjecanjima (Narodne novine, br. 156/04).",29.07.2009,30.07.2009,,
7972,9262,"Odluka o davanju suglasnosti na prijenos koncesije na pomorskom dobru, u svrhu gospodarskog korištenja radi obavljanja djelatnosti uzgoja školjaka",Odluka stupa na snagu 20. 8. 2009.,,20.08.2009,,
7991,9285,"Sporazum o financiranju između Vlade Republike Hrvatske i Komisije Europskih zajednica u vezi s Nacionalnim programom za Hrvatsku u okviru programa IPA - komponenta Pomoć u tranziciji i jačanje institucija za 2008. godinu, potpisan u Zagrebu 5. lipnja 2009. (Decentralizirano upravljanje), Dodatak br. 1 potpisan u Bruxellesu 5. svibnja 2011. i u Zagrebu 26. svibnja 2011. (rok izvršenja 5. VI. 2014.)",Zakon o potvrđivanju Sporazuma stupa na snagu 27. VIII. 2009.,26.08.2009,27.08.2009,,
7993,9287,"Protokol o strateškoj procjeni okoliša uz Konvenciju o procjeni utjecaja na okoliš preko državnih granica, sastavljen u Kijevu (Ukrajina) 21. svibnja 2003., a koji je Republika Hrvatska potpisala u Kijevu (Ukrajina) 23. svibnja 2003.",Protokol je stupio na snagu u odnosu na Republiku Hrvatsku 11. VII. 2010.,26.08.2009,,,
7996,9290,"Ugovor između Vlade Republike Hrvatske i Vlade Savezne Republike Njemačke o suradnji na suzbijanju organiziranog i teškog kriminala, potpisan u Berlinu 10. ožujka 2009.",Zakon o potvrđivanju Ugovora stupa na snagu 27. VIII. 2009.,26.08.2009,27.08.2009,,
7999,9293,Pravilnik o cjepivima protiv bruceloze goveda,Pravilnik stupa na snagu 29. 8. 2009. ,28.08.2009,29.08.2009,,
8000,9294,"Pravilnik o zahtjevu za određene kategorije muških grla kopitara u odnosu na arteritis konja, koji se primjenjuje prilikom premještanja i uvoza iz trećih zemalja",Pravilnik stupa na snagu 29. 8. 2009.,28.08.2009,29.08.2009,,
8009,9305,Odluka o ukidanju Nacionalnog vijeća za vrednovanje modernizacije državne uprave,Odluka stupa na snagu 20. 8. 2009.,,20.08.2009,,
8010,9306,Pravilnik o načinu provođenja posebnih dokaznih radnji,Pravilnik stupa na snagu 3. 9. 2009.,02.09.2009,03.09.2009,,
8012,9311,"Pravilnik o uvjetima za premještanje određenog bilja, biljnih proizvoda i drugih nadziranih predmeta kroz zaštićeno područje i za premještanje toga bilja, biljnih proizvoda i drugih nadziranih predmeta ako potječu iz zaštićenog područja i premještaju se unutar njega",Pravilnik stupa na snagu 1. 7. 2013.,,01.07.2013,,
8013,9312,Pravilnik o dobroj istraživačkoj praksi,"Pravilnik stupa na snagu 17. 9. 2009.<br/>
Prestaje važiti Pravilnik o uvjetima uz koje poduzeća odnosno druge pravne osobe mogu obavljati biološka predispitivanja i ispitivanja fizikalnih, kemijskih i bioloških svojstava sredstava za zaštitu bilja (SL SFRJ, br. 36/91 i Narodne novine, br. 53/91).",16.09.2009,17.09.2009,,
8015,9314,Pravilnik o sustavu označavanja pasa i mačaka iz Republike Hrvatske koji se stavljaju na tržište Ujedinjenog Kraljevstva i Irske,Pravilnik stupa na snagu 1. 7. 2013.,,01.07.2013,,
8016,9316,"Pravilnik o prestanku važenja Pravilnika o opsegu, uvjetima i načinu ispitivanja namirnica i predmeta opće uporabe u tijeku proizvodnje i načinu vođenja evidencije o izvršenim ispitivanjima proizvoda","Pravilnik stupa na snagu 4.9.2009.<br/>
Prestaje važiti Pravilnik o opsegu, uvjetima i načinu ispitivanja namirnica i predmeta opće uporabe u tijeku proizvodnje i načinu vođenja evidencije o izvršenim ispitivanjima proizvoda (Nar. novine, br. 80/99 i 152/03) u dijelu koji se odnosi na hranu.",03.09.2009,04.09.2009,,
8017,9317,Pravilnik o prestanku važenja Pravilnika o načinu uzimanja uzoraka odnosno o metodama za obavljanje analiza i superanaliza namirnica i predmeta opće uporabe,"Pravilnik stupa na snagu  4.9.2009. <br/>
Prestaje važiti Pravilnik o načinu uzimanja uzoraka odnosno o metodama za obavljanje analiza i superanaliza namirnica i predmeta opće uporabe (Nar. novine, br. 58/98) u dijelu koji se odnosi na hranu.",03.09.2009,,,
8025,9364,Odluka o davanju koncesija priređivačima igara na sreću na automatima u automat-klubovima,Odluka stupa na snagu 3. 9. 2009.,,03.09.2009,,
8029,9368,Pravilnik o odlikovanjima i priznanjima,"Pravilnik stupa na snagu 15. 8. 2009.<br/>
Prestaje važiti Pravilnik o odlikovanjima i priznanjima (Nar. novine, br. 144/08).",14.09.2009,15.08.2009,,
8033,9372,Odluka o prihvaćanju sredstava temeljem opće i posebne alokacije specijalnih prava vučenja Međunarodnog monetarnog fonda,Odluka stupa na snagu 27. 8. 2009.,,27.08.2009,,
8034,9373,Odluka o prestanku važenja Odluke o visini naknade za obvezni zdravstveni pregled bilja u prometu preko granice Republike Hrvatske i visini naknade za kontrolu sredstava za zaštitu bilja pri uvozu u Republiku Hrvatsku,"Odluka stupa na snagu 25. 9. 2009.<br/>
Prestaje važiti Odluka o visini naknade za obvezni zdravstveni pregled bilja u prometu preko granice Republike Hrvatske i visini naknade za kontrolu sredstava za zaštitu bilja pri uvozu u Republiku Hrvatsku (Nar. novine, br. 49/98).",24.09.2009,25.09.2009,,
8036,9375,Pravilnik o obrascu veterinarskog certifikata za stavljanje u promet sjemena kopitara,Pravilnik stupa na snagu 1. 7. 2013.,,01.07.2013,,
8037,9376,Pravilnik o obrascu veterinarskog certifikata za stavljanje u promet jajnih stanica i zametaka kopitara,Pravilnik stupa na snagu 1. 7. 2013.,,01.07.2013,,
8038,9377,Pravilnik o popisu laboratorija za provjeru učinkovitosti cijepljenja protiv bjesnoće u određenih domaćih mesojeda,Pravilnik stupa na snagu 26. 9. 2009.,25.09.2009,26.09.2009,,
8041,9380,Pravilnik o metodama uzorkovanja i analiza ugušćenog (kondenziranog) mlijeka i mlijeka u prahu namijenjenih za konzumaciju,"Pravilnik stupa na snagu 26. 9. 2009. <br/>
Prestaju važiti odredbe Pravilnika o metodama uzimanja uzoraka te metodama kemijskih i fizikalnih analiza mlijeka i mliječnih proizvoda (SL SFRJ, br. 32/83 i Narodne novine, br. 53/91).",25.09.2009,26.09.2009,,
8047,9387,Pravilnik o postupku homologacije motornih vozila s obzirom na emisije iz njihovih sustava klimatizacije TPV 161 (izdanje 00),Pravilnik stupa na snagu 3. 10. 2009.,02.10.2009,03.10.2009,,
8051,9391,Pravilnik o stručnom nadzoru nad obavljanjem medicinsko-biokemijske djelatnosti uz bolesnika i u liječničkoj ordinaciji,Pravilnik stupa na snagu 8. 10. 2009.,07.10.2009,08.10.2009,,
8056,9396,"Pravilnik o načinu davanja pristanka za uzimanje, čuvanje i pohranjivanje sjemenih stanica i jajnih stanica","Pravilnik stupa na snagu 24. 9. 2009
",23.09.2009,24.09.2009,,
8065,9406,Pravilnik o izradbi i obrani završnoga rada,"Pravilnik stupa na snagu 8. 10. 2009.<br/>
Prestaje važiti Pravilnik o polaganju mature i završnog ispita (Nar. novine, br. 29/94., 15/95. i 24/95.) osim za učenike koji su do veljače 2010. godine stekli uvjete za polaganje mature ili završnog ispita, a koji mogu polagati maturu ili završni ispit po odredbama Pravilnika o polaganju mature i završnog ispita najkasnije do kraja 2010. godine.",07.10.2009,08.10.2009,,
8066,9407,"Pravilnik o znanstvenim i umjetničkim područjima, poljima i granama","Pravilnik stupa na snagu 8. 10. 2009.<br/>
Prestaje važiti Pravilnik o znanstvenim i umjetničkim područjima, granama i poljima (Narodne novine, br. 78/08).",07.10.2009,08.10.2009,,
8067,9453,Pravilnik o obrascima i načinu vođenja Upisnika turističkih zajednica,"Pravilnik stupa na snagu 1. 10. 2009.<br/>
Prestaje važiti Pravilnik o obrascima i načinu vođenja Upisnika turističkih zajednica (Nar. novine, br. 45/94).",30.09.2009,01.10.2009,,
8078,9464,"Pravilnik o sadržaju, izgledu i načinu vođenja upisnika o eksplozivnim tvarima","Pravilnik stupa na snagu 1. 4. 2010.<br/>
1. 4. 2010. prestaje važiti Pravilnik o sadržaju i obliku obrazaca za vođenje popisa o proizvedenim, prodanim, uporabljenim, uništenim ili na drugi način otuđenim količinama eksplozivnih tvari i o načinu izvješćivanja (Narodne novine, br. 2/96).",,01.04.2010,,
8079,9465,Pravilnik o uvjetima za ovlašćivanje ustanova koje provode stručno osposobljavanje vozača vozila za prijevoz opasnih tvari u cestovnom prometu,"Pravilnik stupa na snagu 24. 9. 2009.<br/>
Prestaje važiti Pravilnik o tehničkim uvjetima kojima moraju udovoljavati pravne osobe koje stručno osposobljavaju vozače motornih vozila za prijevoz opasnih tvari i osobe koje sudjeluju u prijevozu opasnih tvari (Narodne novine, br. 24/95).",23.09.2009,24.09.2009,,
8083,9469,Odluka o osnivanju Međuresornog povjerenstva za NATO,"Odluka stupa na snagu 22. 9. 2009.<br/>
Prestaje važiti Odluka o osnivanju Međuresorske radne skupine za suradnju Republike Hrvatske s NATO-om i provedbu ""Akcijskog plana za članstvo"" (Nar. novine, br. 112/02, 35/04, 68/04 i 92/05) te Odluka o imenovanju nacionalnog koordinatora za ""Akcijski plan za članstvo"" i predsjednika Međuresorske radne skupine za suradnju Republike Hrvatske s NATO-om i provedbu ""Akcijskog plana za članstvo"" (Nar. novine, br. 18/04).",,22.09.2009,,
8093,9524,Pravilnik o identifikaciji i registraciji kopitara,"Pravilnik stupa na snagu 1. 1. 2010. <br/>
Prestaje važiti Pravilnik o identifikaciji i registraciji kopitara (Nar. novine, br. 74/07).",01.01.2010,01.01.2010,,
8094,9525,Pravilnik o kakvoći uniflornog meda,"Pravilnik stupa na snagu 20. 9. 2009. <br/>
Stupanjem na snagu ovog Pravilnika prestaju važiti odredbe Pravilnika o kakvoći meda i drugih pčelinjih proizvoda (Nar. novine, br. 20/00) koje se odnose na druge pčelinje proizvode te proizvode na osnovi meda i drugih pčelinjih proizvoda.",19.10.2009,20.09.2009,,
8097,9528,Pravilnik o načinu korištenja sredstava ostvarenih od naknada za obavljanje ribolova na moru,"Pravilnik stupa na snagu 1. 10. 2009.<br/>
Prestaje važiti Pravilnik o načinu korištenja sredstava ostvarenih od naknada za obavljanje ribolova na moru (Nar. novine, br. 144/03, 90/04 i 45/09).",30.09.2009,01.10.2009,,
